format,metric,year,number_of_records,value_actual
Other Digital,Value,1985,1,
Other Digital,Value,1986,1,
Other Digital,Value,1987,1,
Other Digital,Value,1988,1,
Other Digital,Value,1989,1,
Other Digital,Value,1990,1,
Other Digital,Value,1991,1,
Other Digital,Value,1992,1,
Other Digital,Value,1993,1,
Other Digital,Value,1994,1,
Other Digital,Value,1995,1,
Other Digital,Value,1996,1,
Other Digital,Value,1997,1,
Other Digital,Value,1998,1,
Other Digital,Value,1999,1,
Other Digital,Value,2000,1,
Other Digital,Value,2001,1,
Other Digital,Value,2002,1,
Other Digital,Value,2003,1,
Other Digital,Value,2004,1,
Other Digital,Value,2005,1,
Other Digital,Value,2006,1,
Other Digital,Value,2007,1,
Other Digital,Value,2008,1,
Other Digital,Value,2009,1,
Other Digital,Value,2010,1,
Other Digital,Value,2011,1,
Other Digital,Value,2012,1,
Other Digital,Value,2013,1,
Other Digital,Value,2014,1,
Other Digital,Value,2015,1,
Other Digital,Value,2016,1,17.141662871
Other Digital,Value,2017,1,16.885109868
Other Digital,Value,2018,1,19.839574865
Other Digital,Value,2019,1,21.517175006
Other Tapes,Value,1973,1,15.6
Other Tapes,Value,1974,1,13.3
Other Tapes,Value,1975,1,10.2
Other Tapes,Value,1976,1,5.1
Other Tapes,Value,1977,1,
Other Tapes,Value,1978,1,
Other Tapes,Value,1979,1,
Other Tapes,Value,1980,1,
Other Tapes,Value,1981,1,
Other Tapes,Value,1982,1,
Other Tapes,Value,1983,1,
Other Tapes,Value,1984,1,
Other Tapes,Value,1985,1,
Other Tapes,Value,1986,1,
Other Tapes,Value,1987,1,
Other Tapes,Value,1988,1,
Other Tapes,Value,1989,1,
Other Tapes,Value,1990,1,
Other Tapes,Value,1991,1,
Other Tapes,Value,1992,1,
Other Tapes,Value,1993,1,
Other Tapes,Value,1994,1,
Other Tapes,Value,1995,1,
Other Tapes,Value,1996,1,
Other Tapes,Value,1997,1,
Other Tapes,Value,1998,1,
Other Tapes,Value,1999,1,
Other Tapes,Value,2000,1,
Other Tapes,Value,2001,1,
Other Tapes,Value,2002,1,
Other Tapes,Value,2003,1,
Other Tapes,Value,2004,1,
Other Tapes,Value,2005,1,
Other Tapes,Value,2006,1,
Other Tapes,Value,2007,1,
Other Tapes,Value,2008,1,
Other Tapes,Value,2009,1,
Other Tapes,Value,2010,1,
Other Tapes,Value,2011,1,
Other Tapes,Value,2012,1,
Other Tapes,Value,2013,1,
Other Tapes,Value,2014,1,
Other Tapes,Value,2015,1,
Other Tapes,Value,2016,1,
Other Tapes,Value,2017,1,
Other Tapes,Value,2018,1,
Other Tapes,Value,2019,1,
Paid Subscription,Value,1973,1,
Paid Subscription,Value,1974,1,
Paid Subscription,Value,1975,1,
Paid Subscription,Value,1976,1,
Paid Subscription,Value,1977,1,
Paid Subscription,Value,1978,1,
Paid Subscription,Value,1979,1,
Paid Subscription,Value,1980,1,
Paid Subscription,Value,1981,1,
Paid Subscription,Value,1982,1,
Paid Subscription,Value,1983,1,
Paid Subscription,Value,1984,1,
Paid Subscription,Value,1985,1,
Paid Subscription,Value,1986,1,
Paid Subscription,Value,1987,1,
Paid Subscription,Value,1988,1,
Paid Subscription,Value,1989,1,
Paid Subscription,Value,1990,1,
Paid Subscription,Value,1991,1,
Paid Subscription,Value,1992,1,
Paid Subscription,Value,1993,1,
Paid Subscription,Value,1994,1,
Paid Subscription,Value,1995,1,
Paid Subscription,Value,1996,1,
Paid Subscription,Value,1997,1,
Paid Subscription,Value,1998,1,
Paid Subscription,Value,1999,1,
Paid Subscription,Value,2000,1,
Paid Subscription,Value,2001,1,
Paid Subscription,Value,2002,1,
Paid Subscription,Value,2003,1,
Paid Subscription,Value,2004,1,
Paid Subscription,Value,2005,1,149.2
Paid Subscription,Value,2006,1,206.2
Paid Subscription,Value,2007,1,234
Paid Subscription,Value,2008,1,221.4
Paid Subscription,Value,2009,1,206.2
Paid Subscription,Value,2010,1,212.4
Paid Subscription,Value,2011,1,247.8
Paid Subscription,Value,2012,1,399.88253109
Paid Subscription,Value,2013,1,643.324288756
Paid Subscription,Value,2014,1,770.270559124
Paid Subscription,Value,2015,1,1156.708513551
Paid Subscription,Value,2016,1,2244.154254171
Paid Subscription,Value,2017,1,3500.549812779
Paid Subscription,Value,2018,1,4655.968522014
Paid Subscription,Value,2019,1,5934.397625188
Ringtones & Ringbacks,Value,1973,1,
Ringtones & Ringbacks,Value,1974,1,
Ringtones & Ringbacks,Value,1975,1,
Ringtones & Ringbacks,Value,1976,1,
Ringtones & Ringbacks,Value,1977,1,
Ringtones & Ringbacks,Value,1978,1,
Ringtones & Ringbacks,Value,1979,1,
Ringtones & Ringbacks,Value,1980,1,
Ringtones & Ringbacks,Value,1981,1,
Ringtones & Ringbacks,Value,1982,1,
Ringtones & Ringbacks,Value,1983,1,
Ringtones & Ringbacks,Value,1984,1,
Ringtones & Ringbacks,Value,1985,1,
Ringtones & Ringbacks,Value,1986,1,
Ringtones & Ringbacks,Value,1987,1,
Ringtones & Ringbacks,Value,1988,1,
Ringtones & Ringbacks,Value,1989,1,
Ringtones & Ringbacks,Value,1990,1,
Ringtones & Ringbacks,Value,1991,1,
Ringtones & Ringbacks,Value,1992,1,
Ringtones & Ringbacks,Value,1993,1,
Ringtones & Ringbacks,Value,1994,1,
Ringtones & Ringbacks,Value,1995,1,
Ringtones & Ringbacks,Value,1996,1,
Ringtones & Ringbacks,Value,1997,1,
Ringtones & Ringbacks,Value,1998,1,
Ringtones & Ringbacks,Value,1999,1,
Ringtones & Ringbacks,Value,2000,1,
Ringtones & Ringbacks,Value,2001,1,
Ringtones & Ringbacks,Value,2002,1,
Ringtones & Ringbacks,Value,2003,1,
Ringtones & Ringbacks,Value,2004,1,
Ringtones & Ringbacks,Value,2005,1,421.6
Ringtones & Ringbacks,Value,2006,1,773.8
Ringtones & Ringbacks,Value,2007,1,1055.8
Ringtones & Ringbacks,Value,2008,1,977.1
Ringtones & Ringbacks,Value,2009,1,702.8
Ringtones & Ringbacks,Value,2010,1,448
Ringtones & Ringbacks,Value,2011,1,276.2
Ringtones & Ringbacks,Value,2012,1,145.992935111
Ringtones & Ringbacks,Value,2013,1,97.999612333
Ringtones & Ringbacks,Value,2014,1,66.311370667
Ringtones & Ringbacks,Value,2015,1,54.582024222
Ringtones & Ringbacks,Value,2016,1,56.325299125
Ringtones & Ringbacks,Value,2017,1,35.513735653
Ringtones & Ringbacks,Value,2018,1,24.957859799
Ringtones & Ringbacks,Value,2019,1,21.426736902
SACD,Value,1973,1,
SACD,Value,1974,1,
SACD,Value,1975,1,
SACD,Value,1976,1,
SACD,Value,1977,1,
SACD,Value,1978,1,
SACD,Value,1979,1,
SACD,Value,1980,1,
SACD,Value,1981,1,
SACD,Value,1982,1,
SACD,Value,1983,1,
SACD,Value,1984,1,
SACD,Value,1985,1,
SACD,Value,1986,1,
SACD,Value,1987,1,
SACD,Value,1988,1,
SACD,Value,1989,1,
SACD,Value,1990,1,
SACD,Value,1991,1,
SACD,Value,1992,1,
SACD,Value,1993,1,
SACD,Value,1994,1,
SACD,Value,1995,1,
SACD,Value,1996,1,
SACD,Value,1997,1,
SACD,Value,1998,1,
SACD,Value,1999,1,
SACD,Value,2000,1,
SACD,Value,2001,1,
SACD,Value,2002,1,
SACD,Value,2003,1,26.3
SACD,Value,2004,1,16.6
SACD,Value,2005,1,10
SACD,Value,2006,1,5.5
SACD,Value,2007,1,3.6
SACD,Value,2008,1,3.1
SACD,Value,2009,1,2.4
SACD,Value,2010,1,1.7
SACD,Value,2011,1,1.5
SACD,Value,2012,1,1.3425
SACD,Value,2013,1,0.9783826
SACD,Value,2014,1,0.76344539
SACD,Value,2015,1,1.04346656
SACD,Value,2016,1,1.20686148
SACD,Value,2017,1,0.85057856
SACD,Value,2018,1,0.85969971
SACD,Value,2019,1,0.433302292
SoundExchange Distributions,Value,1973,1,
SoundExchange Distributions,Value,1974,1,
SoundExchange Distributions,Value,1975,1,
SoundExchange Distributions,Value,1976,1,
SoundExchange Distributions,Value,1977,1,
SoundExchange Distributions,Value,1978,1,
SoundExchange Distributions,Value,1979,1,
SoundExchange Distributions,Value,1980,1,
SoundExchange Distributions,Value,1981,1,
SoundExchange Distributions,Value,1982,1,
SoundExchange Distributions,Value,1983,1,
SoundExchange Distributions,Value,1984,1,
SoundExchange Distributions,Value,1985,1,
SoundExchange Distributions,Value,1986,1,
SoundExchange Distributions,Value,1987,1,
SoundExchange Distributions,Value,1988,1,
SoundExchange Distributions,Value,1989,1,
SoundExchange Distributions,Value,1990,1,
SoundExchange Distributions,Value,1991,1,
SoundExchange Distributions,Value,1992,1,
SoundExchange Distributions,Value,1993,1,
SoundExchange Distributions,Value,1994,1,
SoundExchange Distributions,Value,1995,1,
SoundExchange Distributions,Value,1996,1,
SoundExchange Distributions,Value,1997,1,
SoundExchange Distributions,Value,1998,1,
SoundExchange Distributions,Value,1999,1,
SoundExchange Distributions,Value,2000,1,
SoundExchange Distributions,Value,2001,1,
SoundExchange Distributions,Value,2002,1,
SoundExchange Distributions,Value,2003,1,
SoundExchange Distributions,Value,2004,1,6.9
SoundExchange Distributions,Value,2005,1,20.4
SoundExchange Distributions,Value,2006,1,32.8
SoundExchange Distributions,Value,2007,1,36.2
SoundExchange Distributions,Value,2008,1,100
SoundExchange Distributions,Value,2009,1,155.5
SoundExchange Distributions,Value,2010,1,249.2
SoundExchange Distributions,Value,2011,1,292
SoundExchange Distributions,Value,2012,1,462
SoundExchange Distributions,Value,2013,1,590.4
SoundExchange Distributions,Value,2014,1,773.4
SoundExchange Distributions,Value,2015,1,802.6
SoundExchange Distributions,Value,2016,1,883.9
SoundExchange Distributions,Value,2017,1,652
SoundExchange Distributions,Value,2018,1,952.8
SoundExchange Distributions,Value,2019,1,908.2
Synchronization,Value,1973,1,
Synchronization,Value,1974,1,
Synchronization,Value,1975,1,
Synchronization,Value,1976,1,
Synchronization,Value,1977,1,
Synchronization,Value,1978,1,
Synchronization,Value,1979,1,
Synchronization,Value,1980,1,
Synchronization,Value,1981,1,
Synchronization,Value,1982,1,
Synchronization,Value,1983,1,
Synchronization,Value,1984,1,
Synchronization,Value,1985,1,
Synchronization,Value,1986,1,
Synchronization,Value,1987,1,
Synchronization,Value,1988,1,
Synchronization,Value,1989,1,
Synchronization,Value,1990,1,
Synchronization,Value,1991,1,
Synchronization,Value,1992,1,
Synchronization,Value,1993,1,
Synchronization,Value,1994,1,
Synchronization,Value,1995,1,
Synchronization,Value,1996,1,
Synchronization,Value,1997,1,
Synchronization,Value,1998,1,
Synchronization,Value,1999,1,
Synchronization,Value,2000,1,
Synchronization,Value,2001,1,
Synchronization,Value,2002,1,
Synchronization,Value,2003,1,
Synchronization,Value,2004,1,
Synchronization,Value,2005,1,
Synchronization,Value,2006,1,
Synchronization,Value,2007,1,
Synchronization,Value,2008,1,
Synchronization,Value,2009,1,201.2
Synchronization,Value,2010,1,188.7
Synchronization,Value,2011,1,196.5
Synchronization,Value,2012,1,190.597753
Synchronization,Value,2013,1,189.679434
Synchronization,Value,2014,1,189.713099
Synchronization,Value,2015,1,202.934888
Synchronization,Value,2016,1,214.83897654
Synchronization,Value,2017,1,232.086522899
Synchronization,Value,2018,1,285.51349134
Synchronization,Value,2019,1,276.262360199
Vinyl Single,Value,1973,1,190
Vinyl Single,Value,1974,1,194
Vinyl Single,Value,1975,1,211.5
Vinyl Single,Value,1976,1,245.1
Vinyl Single,Value,1977,1,245.1
Vinyl Single,Value,1978,1,260.3
Vinyl Single,Value,1979,1,353.6
Vinyl Single,Value,1980,1,250
Vinyl Single,Value,1981,1,256.4
Vinyl Single,Value,1982,1,283
Vinyl Single,Value,1983,1,269.3
Vinyl Single,Value,1984,1,298.7
Vinyl Single,Value,1985,1,281
Vinyl Single,Value,1986,1,228.1
Vinyl Single,Value,1987,1,203.3
Vinyl Single,Value,1988,1,180.4
Vinyl Single,Value,1989,1,116.4
Vinyl Single,Value,1990,1,94.4
Vinyl Single,Value,1991,1,63.9
Vinyl Single,Value,1992,1,66.4
Vinyl Single,Value,1993,1,51.2
Vinyl Single,Value,1994,1,47.2
Vinyl Single,Value,1995,1,46.7
Vinyl Single,Value,1996,1,47.5
Vinyl Single,Value,1997,1,35.6
Vinyl Single,Value,1998,1,25.7
Vinyl Single,Value,1999,1,27.9
Vinyl Single,Value,2000,1,26.3
Vinyl Single,Value,2001,1,31.4
Vinyl Single,Value,2002,1,24.9
Vinyl Single,Value,2003,1,21.5
Vinyl Single,Value,2004,1,19.9
Vinyl Single,Value,2005,1,13.2
Vinyl Single,Value,2006,1,9.9
Vinyl Single,Value,2007,1,4
Vinyl Single,Value,2008,1,2.9
Vinyl Single,Value,2009,1,2.5
Vinyl Single,Value,2010,1,2.3
Vinyl Single,Value,2011,1,4.6
Vinyl Single,Value,2012,1,4.743055893
Vinyl Single,Value,2013,1,2.978937179
Vinyl Single,Value,2014,1,5.49935429
Vinyl Single,Value,2015,1,5.752954082
Vinyl Single,Value,2016,1,4.880679689
Vinyl Single,Value,2017,1,6.07838535
Vinyl Single,Value,2018,1,5.290337079
Vinyl Single,Value,2019,1,6.795945687
8 - Track,Value (Adjusted),1973,1,2815.681824324
8 - Track,Value (Adjusted),1974,1,2848.008608519
8 - Track,Value (Adjusted),1975,1,2770.409498141
8 - Track,Value (Adjusted),1976,1,3047.215771529
8 - Track,Value (Adjusted),1977,1,3421.416287129
8 - Track,Value (Adjusted),1978,1,3717.221411043
8 - Track,Value (Adjusted),1979,1,2409.725690083
8 - Track,Value (Adjusted),1980,1,1635.087851942
8 - Track,Value (Adjusted),1981,1,880.315082508
8 - Track,Value (Adjusted),1982,1,95.374632124
8 - Track,Value (Adjusted),1983,1,
8 - Track,Value (Adjusted),1984,1,
8 - Track,Value (Adjusted),1985,1,
8 - Track,Value (Adjusted),1986,1,
8 - Track,Value (Adjusted),1987,1,
8 - Track,Value (Adjusted),1988,1,
8 - Track,Value (Adjusted),1989,1,
8 - Track,Value (Adjusted),1990,1,
8 - Track,Value (Adjusted),1991,1,
8 - Track,Value (Adjusted),1992,1,
8 - Track,Value (Adjusted),1993,1,
8 - Track,Value (Adjusted),1994,1,
8 - Track,Value (Adjusted),1995,1,
8 - Track,Value (Adjusted),1996,1,
8 - Track,Value (Adjusted),1997,1,
8 - Track,Value (Adjusted),1998,1,
8 - Track,Value (Adjusted),1999,1,
8 - Track,Value (Adjusted),2000,1,
8 - Track,Value (Adjusted),2001,1,
8 - Track,Value (Adjusted),2002,1,
8 - Track,Value (Adjusted),2003,1,
8 - Track,Value (Adjusted),2004,1,
8 - Track,Value (Adjusted),2005,1,
8 - Track,Value (Adjusted),2006,1,
8 - Track,Value (Adjusted),2007,1,
8 - Track,Value (Adjusted),2008,1,
8 - Track,Value (Adjusted),2009,1,
8 - Track,Value (Adjusted),2010,1,
8 - Track,Value (Adjusted),2011,1,
8 - Track,Value (Adjusted),2012,1,
8 - Track,Value (Adjusted),2013,1,
8 - Track,Value (Adjusted),2014,1,
8 - Track,Value (Adjusted),2015,1,
8 - Track,Value (Adjusted),2016,1,
8 - Track,Value (Adjusted),2017,1,
8 - Track,Value (Adjusted),2018,1,
8 - Track,Value (Adjusted),2019,1,
CD,Value (Adjusted),1973,1,
CD,Value (Adjusted),1974,1,
CD,Value (Adjusted),1975,1,
CD,Value (Adjusted),1976,1,
CD,Value (Adjusted),1977,1,
CD,Value (Adjusted),1978,1,
CD,Value (Adjusted),1979,1,
CD,Value (Adjusted),1980,1,
CD,Value (Adjusted),1981,1,
CD,Value (Adjusted),1982,1,
CD,Value (Adjusted),1983,1,44.14960241
CD,Value (Adjusted),1984,1,254.180636189
CD,Value (Adjusted),1985,1,925.449828067
CD,Value (Adjusted),1986,1,2169.585544708
CD,Value (Adjusted),1987,1,3586.399605634
CD,Value (Adjusted),1988,1,4516.462927303
CD,Value (Adjusted),1989,1,5335.190475
CD,Value (Adjusted),1990,1,6751.53558684
CD,Value (Adjusted),1991,1,8142.168640969
CD,Value (Adjusted),1992,1,9706.037138275
CD,Value (Adjusted),1993,1,11520.311348097
CD,Value (Adjusted),1994,1,14601.947884615
CD,Value (Adjusted),1995,1,15730.957688976
CD,Value (Adjusted),1996,1,16187.862319312
CD,Value (Adjusted),1997,1,15793.549661682
CD,Value (Adjusted),1998,1,17905.400687117
CD,Value (Adjusted),1999,1,19667.327785714
CD,Value (Adjusted),2000,1,19618.928144599
CD,Value (Adjusted),2001,1,18635.67744664
CD,Value (Adjusted),2002,1,17115.944823235
CD,Value (Adjusted),2003,1,15607.443017935
CD,Value (Adjusted),2004,1,15491.677345156
CD,Value (Adjusted),2005,1,13771.442761905
CD,Value (Adjusted),2006,1,11885.767848214
CD,Value (Adjusted),2007,1,9190.702658466
CD,Value (Adjusted),2008,1,6496.779627316
CD,Value (Adjusted),2009,1,5146.578220074
CD,Value (Adjusted),2010,1,3973.859172873
CD,Value (Adjusted),2011,1,3524.136143132
CD,Value (Adjusted),2012,1,2767.776148872
CD,Value (Adjusted),2013,1,2349.534897314
CD,Value (Adjusted),2014,1,1918.215114615
CD,Value (Adjusted),2015,1,1558.633451938
CD,Value (Adjusted),2016,1,1204.497778348
CD,Value (Adjusted),2017,1,1102.77435245
CD,Value (Adjusted),2018,1,711.041239463
CD,Value (Adjusted),2019,1,614.509779894
CD Single,Value (Adjusted),1973,1,
CD Single,Value (Adjusted),1974,1,
CD Single,Value (Adjusted),1975,1,
CD Single,Value (Adjusted),1976,1,
CD Single,Value (Adjusted),1977,1,
CD Single,Value (Adjusted),1978,1,
CD Single,Value (Adjusted),1979,1,
CD Single,Value (Adjusted),1980,1,
CD Single,Value (Adjusted),1981,1,
CD Single,Value (Adjusted),1982,1,
CD Single,Value (Adjusted),1983,1,
CD Single,Value (Adjusted),1984,1,
CD Single,Value (Adjusted),1985,1,
CD Single,Value (Adjusted),1986,1,
CD Single,Value (Adjusted),1987,1,
CD Single,Value (Adjusted),1988,1,21.178686391
CD Single,Value (Adjusted),1989,1,-1.443225
CD Single,Value (Adjusted),1990,1,11.736358072
CD Single,Value (Adjusted),1991,1,65.885174009
CD Single,Value (Adjusted),1992,1,82.181972202
CD Single,Value (Adjusted),1993,1,81.031768858
CD Single,Value (Adjusted),1994,1,96.77704251
CD Single,Value (Adjusted),1995,1,186.039116142
CD Single,Value (Adjusted),1996,1,299.977397706
CD Single,Value (Adjusted),1997,1,434.377968224
CD Single,Value (Adjusted),1998,1,334.393082209
CD Single,Value (Adjusted),1999,1,341.285214886
CD Single,Value (Adjusted),2000,1,211.859778746
CD Single,Value (Adjusted),2001,1,114.619795596
CD Single,Value (Adjusted),2002,1,27.853680934
CD Single,Value (Adjusted),2003,1,50.019847826
CD Single,Value (Adjusted),2004,1,20.300979354
CD Single,Value (Adjusted),2005,1,14.268619048
CD Single,Value (Adjusted),2006,1,9.764677083
CD Single,Value (Adjusted),2007,1,15.045901592
CD Single,Value (Adjusted),2008,1,4.156001078
CD Single,Value (Adjusted),2009,1,3.694172567
CD Single,Value (Adjusted),2010,1,3.400068331
CD Single,Value (Adjusted),2011,1,3.977965137
CD Single,Value (Adjusted),2012,1,3.59119832
CD Single,Value (Adjusted),2013,1,2.684056894
CD Single,Value (Adjusted),2014,1,3.905023683
CD Single,Value (Adjusted),2015,1,1.291079457
CD Single,Value (Adjusted),2016,1,0.280361354
CD Single,Value (Adjusted),2017,1,1.542258972
CD Single,Value (Adjusted),2018,1,0.157981482
CD Single,Value (Adjusted),2019,1,0.181678878
Cassette,Value (Adjusted),1973,1,437.611081081
Cassette,Value (Adjusted),1974,1,452.196559838
Cassette,Value (Adjusted),1975,1,469.496498141
Cassette,Value (Adjusted),1976,1,654.643671353
Cassette,Value (Adjusted),1977,1,1053.003089109
Cassette,Value (Adjusted),1978,1,1763.719610429
Cassette,Value (Adjusted),1979,1,2044.551710744
Cassette,Value (Adjusted),1980,1,2187.356614078
Cassette,Value (Adjusted),1981,1,2989.133768977
Cassette,Value (Adjusted),1982,1,3667.949393782
Cassette,Value (Adjusted),1983,1,4648.285756024
Cassette,Value (Adjusted),1984,1,5865.839483157
Cassette,Value (Adjusted),1985,1,5729.710552974
Cassette,Value (Adjusted),1986,1,5830.425834854
Cassette,Value (Adjusted),1987,1,6660.810060739
Cassette,Value (Adjusted),1988,1,7315.507275571
Cassette,Value (Adjusted),1989,1,6898.20315
Cassette,Value (Adjusted),1990,1,6792.221628156
Cassette,Value (Adjusted),1991,1,5668.002035242
Cassette,Value (Adjusted),1992,1,5678.573835353
Cassette,Value (Adjusted),1993,1,5158.786716955
Cassette,Value (Adjusted),1994,1,5134.531004049
Cassette,Value (Adjusted),1995,1,3864.379692913
Cassette,Value (Adjusted),1996,1,3104.54609369
Cassette,Value (Adjusted),1997,1,2425.476099065
Cassette,Value (Adjusted),1998,1,2227.039106135
Cassette,Value (Adjusted),1999,1,1629.084460984
Cassette,Value (Adjusted),2000,1,929.391881533
Cassette,Value (Adjusted),2001,1,524.594883117
Cassette,Value (Adjusted),2002,1,298.148074486
Cassette,Value (Adjusted),2003,1,150.1984875
Cassette,Value (Adjusted),2004,1,32.07554738
Cassette,Value (Adjusted),2005,1,17.14852381
Cassette,Value (Adjusted),2006,1,4.69211756
Cassette,Value (Adjusted),2007,1,3.699811867
Cassette,Value (Adjusted),2008,1,1.068685991
Cassette,Value (Adjusted),2009,1,
Cassette,Value (Adjusted),2010,1,
Cassette,Value (Adjusted),2011,1,
Cassette,Value (Adjusted),2012,1,
Cassette,Value (Adjusted),2013,1,
Cassette,Value (Adjusted),2014,1,
Cassette,Value (Adjusted),2015,1,
Cassette,Value (Adjusted),2016,1,
Cassette,Value (Adjusted),2017,1,
Cassette,Value (Adjusted),2018,1,
Cassette,Value (Adjusted),2019,1,
Cassette Single,Value (Adjusted),1973,1,
Cassette Single,Value (Adjusted),1974,1,
Cassette Single,Value (Adjusted),1975,1,
Cassette Single,Value (Adjusted),1976,1,
Cassette Single,Value (Adjusted),1977,1,
Cassette Single,Value (Adjusted),1978,1,
Cassette Single,Value (Adjusted),1979,1,
Cassette Single,Value (Adjusted),1980,1,
Cassette Single,Value (Adjusted),1981,1,
Cassette Single,Value (Adjusted),1982,1,
Cassette Single,Value (Adjusted),1983,1,
Cassette Single,Value (Adjusted),1984,1,
Cassette Single,Value (Adjusted),1985,1,
Cassette Single,Value (Adjusted),1986,1,
Cassette Single,Value (Adjusted),1987,1,32.182175176
Cassette Single,Value (Adjusted),1988,1,123.830482671
Cassette Single,Value (Adjusted),1989,1,401.21655
Cassette Single,Value (Adjusted),1990,1,504.467791125
Cassette Single,Value (Adjusted),1991,1,432.477039648
Cassette Single,Value (Adjusted),1992,1,544.47834355
Cassette Single,Value (Adjusted),1993,1,528.121899654
Cassette Single,Value (Adjusted),1994,1,474.224759109
Cassette Single,Value (Adjusted),1995,1,396.40255315
Cassette Single,Value (Adjusted),1996,1,308.450414914
Cassette Single,Value (Adjusted),1997,1,212.649280374
Cassette Single,Value (Adjusted),1998,1,148.061477301
Cassette Single,Value (Adjusted),1999,1,73.658679472
Cassette Single,Value (Adjusted),2000,1,6.829397213
Cassette Single,Value (Adjusted),2001,1,-7.650943535
Cassette Single,Value (Adjusted),2002,1,-2.273769872
Cassette Single,Value (Adjusted),2003,1,
Cassette Single,Value (Adjusted),2004,1,
Cassette Single,Value (Adjusted),2005,1,
Cassette Single,Value (Adjusted),2006,1,
Cassette Single,Value (Adjusted),2007,1,
Cassette Single,Value (Adjusted),2008,1,
Cassette Single,Value (Adjusted),2009,1,
Cassette Single,Value (Adjusted),2010,1,
Cassette Single,Value (Adjusted),2011,1,
Cassette Single,Value (Adjusted),2012,1,
Cassette Single,Value (Adjusted),2013,1,
Cassette Single,Value (Adjusted),2014,1,
Cassette Single,Value (Adjusted),2015,1,
Cassette Single,Value (Adjusted),2016,1,
Cassette Single,Value (Adjusted),2017,1,
Cassette Single,Value (Adjusted),2018,1,
Cassette Single,Value (Adjusted),2019,1,
DVD Audio,Value (Adjusted),1973,1,
DVD Audio,Value (Adjusted),1974,1,
DVD Audio,Value (Adjusted),1975,1,
DVD Audio,Value (Adjusted),1976,1,
DVD Audio,Value (Adjusted),1977,1,
DVD Audio,Value (Adjusted),1978,1,
DVD Audio,Value (Adjusted),1979,1,
DVD Audio,Value (Adjusted),1980,1,
DVD Audio,Value (Adjusted),1981,1,
DVD Audio,Value (Adjusted),1982,1,
DVD Audio,Value (Adjusted),1983,1,
DVD Audio,Value (Adjusted),1984,1,
DVD Audio,Value (Adjusted),1985,1,
DVD Audio,Value (Adjusted),1986,1,
DVD Audio,Value (Adjusted),1987,1,
DVD Audio,Value (Adjusted),1988,1,
DVD Audio,Value (Adjusted),1989,1,
DVD Audio,Value (Adjusted),1990,1,
DVD Audio,Value (Adjusted),1991,1,
DVD Audio,Value (Adjusted),1992,1,
DVD Audio,Value (Adjusted),1993,1,
DVD Audio,Value (Adjusted),1994,1,
DVD Audio,Value (Adjusted),1995,1,
DVD Audio,Value (Adjusted),1996,1,
DVD Audio,Value (Adjusted),1997,1,
DVD Audio,Value (Adjusted),1998,1,
DVD Audio,Value (Adjusted),1999,1,
DVD Audio,Value (Adjusted),2000,1,
DVD Audio,Value (Adjusted),2001,1,8.661445511
DVD Audio,Value (Adjusted),2002,1,12.079402446
DVD Audio,Value (Adjusted),2003,1,11.115521739
DVD Audio,Value (Adjusted),2004,1,8.797091053
DVD Audio,Value (Adjusted),2005,1,14.661333333
DVD Audio,Value (Adjusted),2006,1,3.043535714
DVD Audio,Value (Adjusted),2007,1,3.453157742
DVD Audio,Value (Adjusted),2008,1,1.424914655
DVD Audio,Value (Adjusted),2009,1,1.906669712
DVD Audio,Value (Adjusted),2010,1,1.05519362
DVD Audio,Value (Adjusted),2011,1,0.34096844
DVD Audio,Value (Adjusted),2012,1,0.20389289
DVD Audio,Value (Adjusted),2013,1,-0.544116778
DVD Audio,Value (Adjusted),2014,1,2.310456232
DVD Audio,Value (Adjusted),2015,1,5.842187676
DVD Audio,Value (Adjusted),2016,1,3.020431045
DVD Audio,Value (Adjusted),2017,1,2.718901189
DVD Audio,Value (Adjusted),2018,1,3.377493968
DVD Audio,Value (Adjusted),2019,1,1.067303184
Download Album,Value (Adjusted),1973,1,
Download Album,Value (Adjusted),1974,1,
Download Album,Value (Adjusted),1975,1,
Download Album,Value (Adjusted),1976,1,
Download Album,Value (Adjusted),1977,1,
Download Album,Value (Adjusted),1978,1,
Download Album,Value (Adjusted),1979,1,
Download Album,Value (Adjusted),1980,1,
Download Album,Value (Adjusted),1981,1,
Download Album,Value (Adjusted),1982,1,
Download Album,Value (Adjusted),1983,1,
Download Album,Value (Adjusted),1984,1,
Download Album,Value (Adjusted),1985,1,
Download Album,Value (Adjusted),1986,1,
Download Album,Value (Adjusted),1987,1,
Download Album,Value (Adjusted),1988,1,
Download Album,Value (Adjusted),1989,1,
Download Album,Value (Adjusted),1990,1,
Download Album,Value (Adjusted),1991,1,
Download Album,Value (Adjusted),1992,1,
Download Album,Value (Adjusted),1993,1,
Download Album,Value (Adjusted),1994,1,
Download Album,Value (Adjusted),1995,1,
Download Album,Value (Adjusted),1996,1,
Download Album,Value (Adjusted),1997,1,
Download Album,Value (Adjusted),1998,1,
Download Album,Value (Adjusted),1999,1,
Download Album,Value (Adjusted),2000,1,
Download Album,Value (Adjusted),2001,1,
Download Album,Value (Adjusted),2002,1,
Download Album,Value (Adjusted),2003,1,
Download Album,Value (Adjusted),2004,1,61.579637374
Download Album,Value (Adjusted),2005,1,177.637761905
Download Album,Value (Adjusted),2006,1,349.879793155
Download Album,Value (Adjusted),2007,1,613.428807525
Download Album,Value (Adjusted),2008,1,754.37356702
Download Album,Value (Adjusted),2009,1,886.958916644
